"NAME","GEO_ID","S0101_C01_001E","S1901_C01_001E","S1901_C01_002E","S1901_C01_003E","S1901_C01_004E","S1901_C01_005E","S1901_C01_006E","S1901_C01_007E","S1901_C01_008E","S1901_C01_009E","S1901_C01_010E","S1901_C01_011E","S1901_C01_012E","S1901_C01_013E","ZCTA5","DP02_0087E","DP02_0093E","DP05_0070E","DP05_0077E","DP05_0077PE"
"ZCTA5 40374","8600000US40374",1622,689,13.2,3.5,21.2,8.6,12.9,21,8,8.9,1.5,1.3,42841,50697,"40374",1622,11,1622,1490,91.9
"ZCTA5 40447","8600000US40447",8117,3311,17.8,10.3,15.3,13.6,12.7,15,7.2,4.9,1.1,1.9,30157,42473,"40447",8117,0,8117,7888,97.2
"ZCTA5 40456","8600000US40456",9704,3951,11.5,6.8,21.5,9.8,9.3,18.5,10.1,8.7,2.3,1.6,35964,52091,"40456",9704,11,9704,9310,95.9
"ZCTA5 40468","8600000US40468",1708,679,7.8,3.8,8.7,9.3,13.8,23.1,12.7,18.7,0.3,1.8,55545,63400,"40468",1708,18,1708,1632,95.6
"ZCTA5 40504","8600000US40504",27796,11556,13.9,6.2,14.5,14.6,13.4,17.7,8.8,7.5,2.1,1.2,35633,51577,"40504",27796,5191,27796,16744,60.2
"ZCTA5 40601","8600000US40601",50954,21410,4.3,4.6,8.4,11.4,14.5,21.8,15.1,12.7,4.4,2.8,56327,71156,"40601",50954,2115,50954,41592,81.6
"ZCTA5 40740","8600000US40740",3139,1108,20.6,3.9,13.3,12.4,9.8,23.9,6.9,5.5,1.6,2.1,34942,48221,"40740",3139,38,3139,3093,98.5
"ZCTA5 40741","8600000US40741",24372,9006,10.7,9,15.4,10.6,12.1,17.3,11.4,8.2,2.1,3.2,41532,60493,"40741",24372,229,24372,23184,95.1
"ZCTA5 29626","8600000US29626",12651,4969,7.6,5.8,11.8,9.3,18.4,18.7,10.7,10,3.7,4,48406,69219,"29626",12651,325,12651,8735,69
"ZCTA5 29593","8600000US29593",1525,740,15.9,9.7,22.2,9.1,15.3,10.7,14.7,2,0.4,0,28152,38357,"29593",1525,28,1525,833,54.6
"ZCTA5 29617","8600000US29617",29019,11035,8.8,5.7,12.4,14.9,19.2,14.7,6.4,12.4,3,2.5,40793,59754,"29617",29019,4742,29019,16424,56.6
"ZCTA5 29621","8600000US29621",41237,16158,5.6,3.9,10.2,10.5,12,16.6,13.3,17.2,4.8,6,61599,83070,"29621",41237,1517,41237,31613,76.7
"ZCTA5 29631","8600000US29631",15301,6167,12.5,6,12.1,9.6,15,11.8,8.1,13.7,5,6.1,44375,73524,"29631",15301,1423,15301,12364,80.8
"ZCTA5 29644","8600000US29644",21951,7692,6.5,2.4,11.1,6.3,15.9,19.7,14.7,15.5,5.5,2.4,61645,72667,"29644",21951,995,21951,15384,70.1
"ZCTA5 29658","8600000US29658",482,189,0,5.8,23.3,8.5,20.1,19.6,7.9,10.1,0,4.8,44046,81032,"29658",482,2,482,476,98.8
"ZCTA5 29690","8600000US29690",23318,7853,4.5,5.7,12,13.2,11.4,18.3,14.2,13,4.4,3.4,54307,73851,"29690",23318,1016,23318,19444,83.4
"ZCTA5 29692","8600000US29692",4938,1864,8.9,9.6,13.4,13,15.1,22.7,7.1,6.7,1.7,1.8,40072,55408,"29692",4938,59,4938,3715,75.2
"ZCTA5 29696","8600000US29696",5146,1987,2.6,3.9,8.1,11.8,12.8,20.2,13.8,19.3,4.4,3,57483,76341,"29696",5146,234,5146,4457,86.6
"ZCTA5 29727","8600000US29727",1776,676,10.2,2.2,21.4,17.8,8.6,22.8,12.4,4.1,0.4,0,34461,43585,"29727",1776,52,1776,764,43
"ZCTA5 29810","8600000US29810",4040,1823,24.2,9.7,19.8,9.8,9.3,10.8,10.4,4.4,1.5,0.1,22688,36554,"29810",4040,33,4040,460,11.4
"ZCTA5 29840","8600000US29840",233,115,22.6,16.5,13.9,0,6.1,36.5,4.3,0,0,0,NA,36090,"29840",233,0,233,0,0
"ZCTA5 29848","8600000US29848",813,315,4.8,12.7,12.1,11.7,22.2,9.2,8.3,19,0,0,42773,54649,"29848",813,27,813,654,80.4
"ZCTA5 29939","8600000US29939",433,167,17.4,4.8,10.8,17.4,16.2,19.2,6,8.4,0,0,32083,39312,"29939",433,0,433,95,21.9
"ZCTA5 29046","8600000US29046",143,76,0,14.5,32.9,32.9,3.9,15.8,0,0,0,0,NA,28296,"29046",143,0,143,0,0
"ZCTA5 29101","8600000US29101",3037,1080,4.5,11.2,20.4,11.2,16.5,13.5,13.7,5.6,1.2,2.1,37905,48885,"29101",3037,48,3037,1602,52.7
"ZCTA5 29168","8600000US29168",4131,1448,14.3,4.6,18,13.9,12.6,15.4,7.3,10.9,0,3.1,34375,51809,"29168",4131,7,4131,1613,39
"ZCTA5 29940","8600000US29940",4025,1455,3.2,4.1,17.6,14.4,18.5,14.1,10.4,7.8,4.7,5.1,40417,69272,"29940",4025,73,4025,1429,35.5
"ZCTA5 29020","8600000US29020",21219,8629,10.7,6.2,11.5,15.4,11.5,18,10.1,9.9,2.8,4,42838,61507,"29020",21219,569,21219,12417,58.5
"ZCTA5 29044","8600000US29044",6075,2120,12.6,6,12.8,11.2,9.9,19.6,12.4,11.1,3.7,0.6,47588,57193,"29044",6075,210,6075,1829,30.1
"ZCTA5 29126","8600000US29126",1906,792,2,1.9,10.4,14.1,14.5,13.3,17.2,19.2,4.2,3.3,61042,75738,"29126",1906,16,1906,1315,69
"ZCTA5 29117","8600000US29117",1038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29117",1038,54,1038,44,4.2
"ZCTA5 29147","8600000US29147",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29147",0,0,0,0,NA
"ZCTA5 29208","8600000US29208",756,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29208",756,26,756,457,60.4
"ZCTA5 29225","8600000US29225",1320,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29225",1320,7,1320,1078,81.7
"ZCTA5 29324","8600000US29324",324,114,0,0,28.9,45.6,25.4,0,0,0,0,0,30313,27557,"29324",324,0,324,222,68.5
"ZCTA5 29329","8600000US29329",250,93,35.5,8.6,18.3,0,9.7,28,0,0,0,0,NA,26454,"29329",250,0,250,250,100
"ZCTA5 29331","8600000US29331",50,38,0,65.8,0,0,0,34.2,0,0,0,0,NA,NA,"29331",50,0,50,50,100
"ZCTA5 29333","8600000US29333",509,224,0,0,8.5,15.6,25,28.1,0,9.8,9.8,3.1,58125,83263,"29333",509,28,509,334,65.6
"ZCTA5 29346","8600000US29346",293,131,0,3.8,13,16,15.3,35.1,0,3.1,13.7,0,52917,62303,"29346",293,0,293,269,91.8
"ZCTA5 29368","8600000US29368",111,55,0,0,0,0,0,100,0,0,0,0,NA,NA,"29368",111,0,111,111,100
"ZCTA5 29378","8600000US29378",156,40,0,45,0,55,0,0,0,0,0,0,NA,NA,"29378",156,0,156,18,11.5
"ZCTA5 29409","8600000US29409",2670,10,0,0,0,0,0,0,50,0,50,0,NA,NA,"29409",2670,74,2670,2120,79.4
"ZCTA5 29410","8600000US29410",24225,8891,5,2.8,5.3,9.9,12.8,18.1,16.7,19.4,6.8,3.2,70043,80328,"29410",24225,2350,24225,16597,68.5
"ZCTA5 29424","8600000US29424",392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29424",392,17,392,273,69.6
"ZCTA5 29588","8600000US29588",48075,17498,4.7,3.9,9.9,10.9,17.7,20.6,13.5,13.4,2.8,2.6,51764,66610,"29588",48075,3844,48075,37698,78.4
"ZCTA5 29613","8600000US29613",1907,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29613",1907,118,1907,1483,77.8
"ZCTA5 29614","8600000US29614",2009,91,8.8,9.9,26.4,29.7,11,9.9,0,0,4.4,0,28906,34940,"29614",2009,191,2009,1518,75.6
"ZCTA5 29634","8600000US29634",5121,26,19.2,0,34.6,0,46.2,0,0,0,0,0,NA,NA,"29634",5121,55,5121,4208,82.2
"ZCTA5 29707","8600000US29707",32229,12479,2.5,2.8,3.9,4,9.3,20.5,15.1,20.1,10.5,11.3,86052,106567,"29707",32229,2623,32229,26781,83.1
"ZCTA5 29733","8600000US29733",1816,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29733",1816,57,1816,1194,65.7
"ZCTA5 29899","8600000US29899",1083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29899",1083,11,1083,317,29.3
"ZCTA5 29904","8600000US29904",761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29904",761,37,761,461,60.6
"ZCTA5 29905","8600000US29905",2723,16,0,0,0,0,0,31.3,68.8,0,0,0,78750,78769,"29905",2723,90,2723,1702,62.5
"ZCTA5 29907","8600000US29907",14949,5068,2.5,3,5,9.6,11.1,21.6,15,18.7,6.7,6.8,73051,89747,"29907",14949,607,14949,11071,74.1
"ZCTA5 29909","8600000US29909",19419,9156,3,2.8,5.7,6.5,13.5,21.5,17.8,13.4,9.5,6.4,72744,99844,"29909",19419,1140,19419,17961,92.5
"ZCTA5 29912","8600000US29912",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29912",0,0,0,0,NA
"ZCTA5 29915","8600000US29915",444,201,0,0,0,2,10.9,9.5,8.5,27.4,10.9,30.8,137813,232019,"29915",444,44,444,420,94.6
"ZCTA5 29817","8600000US29817",4309,1643,13.1,9.5,11.7,14.2,11.3,20.8,8.8,7.3,3.4,0,39293,47763,"29817",4309,44,4309,1851,43
"ZCTA5 29520","8600000US29520",13689,5537,12.8,6.3,15.9,9,11.1,20.4,10.1,10.8,2,1.5,41775,55410,"29520",13689,464,13689,6531,47.7
"ZCTA5 29642","8600000US29642",33525,12542,2.4,2.7,8.6,9.4,12.1,17.6,15.4,19.3,6.3,6.2,70526,85709,"29642",33525,1203,33525,29579,88.2
"ZCTA5 29667","8600000US29667",285,108,5.6,8.3,9.3,8.3,28.7,25,1.9,11.1,0,1.9,41429,66949,"29667",285,4,285,260,91.2
"ZCTA5 29689","8600000US29689",4001,1654,9.1,4.2,9.9,8.5,16.7,19.3,10.4,11.9,6.3,3.9,52500,75325,"29689",4001,109,4001,3892,97.3
"ZCTA5 29080","8600000US29080",3095,1080,18.4,7.6,11.3,12.7,14.8,20.6,7.6,5.8,0.6,0.5,35000,41969,"29080",3095,82,3095,629,20.3
"ZCTA5 29146","8600000US29146",1594,596,17.3,8.4,7.7,19.1,14.8,12.1,5.7,8.6,5.2,1.2,32656,61040,"29146",1594,9,1594,568,35.6
"ZCTA5 29045","8600000US29045",26482,9705,5.6,3.2,5.9,8.5,14.1,22.9,12.5,19.3,3.4,4.6,61758,79201,"29045",26482,1278,26482,16157,61
"ZCTA5 29118","8600000US29118",17451,6460,7.2,6.2,11.5,10.3,19.7,14.8,12.2,13.6,2.2,2.3,46445,65080,"29118",17451,569,17451,4680,26.8
"ZCTA5 29372","8600000US29372",4493,1613,8.5,6.8,9.9,9.5,19,26,13.5,6.4,0.4,0,46572,52067,"29372",4493,112,4493,3129,69.6
"ZCTA5 32092","8600000US32092",37014,12477,2.6,0.5,3.6,5.9,8.2,16.6,17.6,22.2,12.7,10,90055,106917,"32092",37014,2978,37014,29346,79.3
"ZCTA5 32083","8600000US32083",4115,540,4.4,4.8,5.4,16.7,15,31.1,18.5,4.1,0,0,53966,53853,"32083",4115,159,4115,2280,55.4
"ZCTA5 32087","8600000US32087",7097,1624,2.8,2.1,12,11.1,9.9,31,6.2,15.8,6.2,2.9,65345,72354,"32087",7097,86,7097,4604,64.9
"ZCTA5 32091","8600000US32091",15256,5645,15.9,7.8,10.2,7.9,14.5,17.2,10,12.3,3.3,0.9,42036,56047,"32091",15256,425,15256,11277,73.9
"ZCTA5 32134","8600000US32134",7754,3117,12.1,6.5,16.7,14.6,14.3,16.4,8.2,8.2,0.3,2.7,35087,50671,"32134",7754,268,7754,7050,90.9
"ZCTA5 32206","8600000US32206",16027,6550,18,10.1,16.5,12.6,15,11.4,6.5,6.5,1.9,1.5,28952,43186,"32206",16027,622,16027,3685,23
"ZCTA5 32218","8600000US32218",64007,22199,5.3,3.9,10.1,8.8,14.7,21.2,15.6,13.5,5.4,1.7,57383,69665,"32218",64007,3241,64007,24437,38.2
"ZCTA5 32744","8600000US32744",3807,1494,4,3.6,14.3,16.1,16.8,19.1,10.4,9.4,3.5,2.9,46307,68822,"32744",3807,54,3807,3428,90
"ZCTA5 32767","8600000US32767",3334,1109,5,5.2,8.7,18.5,16,18.2,11.8,11.4,0,5.2,47869,60847,"32767",3334,47,3334,3110,93.3
"ZCTA5 32810","8600000US32810",37861,13454,5.6,4.7,8.8,13.8,15.9,20.7,15.2,13,1.2,1.1,51355,61353,"32810",37861,6329,37861,12763,33.7
"ZCTA5 32818","8600000US32818",58198,17421,7.9,4.9,10.4,13,17.9,20.7,14.5,7.7,2.4,0.6,45795,55705,"32818",58198,19133,58198,6702,11.5
"ZCTA5 32820","8600000US32820",10442,2983,4.7,0.8,6.4,7.4,7,12.9,16.7,22.3,10.9,11.1,95089,112223,"32820",10442,1410,10442,5379,51.5
"ZCTA5 32827","8600000US32827",9427,3414,3.4,3,4.8,7.4,8.8,18.5,10.6,24.1,7.2,12.2,83125,113994,"32827",9427,2011,9427,4302,45.6
"ZCTA5 32922","8600000US32922",16709,6293,11.6,7.9,22.5,11,22.2,12,4.4,4.9,2,1.4,31850,48003,"32922",16709,1835,16709,6328,37.9
"ZCTA5 32927","8600000US32927",27377,10032,3.4,2.3,9.3,9,16.1,20,13,20.4,4.3,2,61633,74479,"32927",27377,907,27377,21563,78.8
"ZCTA5 32949","8600000US32949",2468,844,2.8,4.7,3.9,9.4,14.8,15.9,10.8,15.2,13.7,8.8,71094,94310,"32949",2468,105,2468,2036,82.5
"ZCTA5 32407","8600000US32407",10822,4760,3.1,4.6,9.4,9.2,8.1,26.2,13.8,15,7.6,3.1,63022,76228,"32407",10822,1307,10822,8739,80.8
"ZCTA5 32410","8600000US32410",964,499,2,1.4,7.4,10.8,17.8,23.4,18.2,13.4,2,3.4,63523,70876,"32410",964,31,964,869,90.1
"ZCTA5 32425","8600000US32425",13586,4692,8.4,9.8,14.8,13.8,12.4,19.5,11.4,8.1,0.5,1.2,37296,49577,"32425",13586,247,13586,11648,85.7
"ZCTA5 32427","8600000US32427",1034,464,23.9,3.9,15.3,21.1,11.4,16.2,5.2,0.2,1.3,1.5,31227,37017,"32427",1034,4,1034,771,74.6
"ZCTA5 32431","8600000US32431",4145,1733,13.1,6.8,10.6,10.8,17.2,18.1,11.3,5.8,3.2,3.1,43393,55295,"32431",4145,26,4145,3246,78.3
"ZCTA5 32445","8600000US32445",2497,501,9.6,3.6,19,19,15.2,18.8,8.2,4.6,2.2,0,34638,44499,"32445",2497,194,2497,1261,50.5
"ZCTA5 32501","8600000US32501",11134,4324,16.6,9.6,17.6,14.2,10.3,9.5,8.1,6.6,3.3,4.2,29422,56434,"32501",11134,196,11134,4132,37.1
"ZCTA5 32526","8600000US32526",37470,14638,2.4,2.8,6.6,11.9,17.1,23.8,15,13.3,4.3,2.7,60007,71978,"32526",37470,1492,37470,27605,73.7
"ZCTA5 32533","8600000US32533",29713,10755,2.9,3.2,5.3,7.8,12.7,17.9,19.8,20.2,5.2,4.9,75173,84025,"32533",29713,627,29713,22571,76
"ZCTA5 32539","8600000US32539",30131,9495,4.6,2.2,8.3,11.4,14.6,22.6,14.3,17.7,1.9,2.4,59712,68607,"32539",30131,918,30131,22553,74.8
"ZCTA5 32222","8600000US32222",11521,3945,5,1.8,10.6,9.5,9.9,21.3,20.2,13.4,6.5,1.7,63707,71152,"32222",11521,1186,11521,4657,40.4
"ZCTA5 32223","8600000US32223",24571,9785,2.7,2.9,4.2,6.3,12.9,15.7,15.2,19.3,11.2,9.6,84905,110598,"32223",24571,2032,24571,21221,86.4
"ZCTA5 32227","8600000US32227",3337,413,4.8,0,3.1,11.1,24.2,27.6,15.3,10.7,0,3.1,59896,69161,"32227",3337,206,3337,2046,61.3
"ZCTA5 32256","8600000US32256",47943,21443,4.6,2,5.4,8.7,15,22.6,14.6,12.8,6.8,7.5,63779,94454,"32256",47943,9484,47943,26275,54.8
"ZCTA5 32304","8600000US32304",49927,17635,26,9.7,16.6,16.8,12.7,10.7,4.6,2.1,0.7,0.2,23638,30300,"32304",49927,4112,49927,23764,47.6
"ZCTA5 32308","8600000US32308",22029,10321,4.2,4,8.9,8,11.9,19.9,11.3,17,6.1,8.6,65949,93035,"32308",22029,1747,22029,14881,67.6
"ZCTA5 32901","8600000US32901",25089,10508,7.8,10.6,16.5,10.8,17.1,16.9,6.6,9.8,2.2,1.7,39809,52820,"32901",25089,4009,25089,15822,63.1
"ZCTA5 32926","8600000US32926",21915,8279,6.7,6.8,6.6,14.6,12.9,19.3,12.3,13.1,4.6,3.1,51896,68926,"32926",21915,1405,21915,16863,76.9
"ZCTA5 32940","8600000US32940",42171,17013,2.9,3.5,7.6,6.1,14.2,17.4,12.3,16.3,11.5,8.2,71812,97902,"32940",42171,3535,42171,33301,79
"ZCTA5 32950","8600000US32950",4522,1766,5.3,2.5,7.7,5.2,14.2,19.6,12.2,26.8,3.1,3.4,68425,81444,"32950",4522,233,4522,3912,86.5
"ZCTA5 32968","8600000US32968",13154,4383,5.5,0.7,5.9,7.8,10.3,15,21.5,19.4,5.7,8.1,78948,92650,"32968",13154,1173,13154,11179,85
"ZCTA5 32780","8600000US32780",36116,15226,5.7,4,11.8,13.6,13.7,23.1,10.5,10.5,4,3,51632,66901,"32780",36116,1832,36116,26208,72.6
"ZCTA5 32934","8600000US32934",19105,7269,3.3,3.1,8.8,8.5,10.7,16.9,9.4,17.1,8.4,13.8,71891,108825,"32934",19105,2007,19105,14930,78.1
"ZCTA5 32033","8600000US32033",4676,1803,5,2.7,5.1,7.9,13.6,26.7,21.1,12.2,2.8,2.8,59375,68731,"32033",4676,346,4676,3294,70.4
"ZCTA5 32003","8600000US32003",28676,10428,2.2,1.7,5.4,6.8,7.9,17.4,10.8,22.9,12.9,12.1,94154,113501,"32003",28676,1905,28676,23188,80.9
"ZCTA5 32026","8600000US32026",2002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32026",2002,93,2002,583,29.1
"ZCTA5 32064","8600000US32064",6890,2441,10.7,5.2,9.6,11.8,21.5,18.4,13,6.2,1.4,2.2,47859,53882,"32064",6890,744,6890,3567,51.8
"ZCTA5 32080","8600000US32080",22261,9736,5.7,3.4,5.6,7.5,11.2,15.9,15.3,14.9,10.1,10.4,75719,102842,"32080",22261,1500,22261,20885,93.8
"ZCTA5 32081","8600000US32081",14856,4925,1.4,0.2,2.5,5.8,8.9,8.4,17.1,21.6,18.6,15.6,119105,133590,"32081",14856,1312,14856,11945,80.4
"ZCTA5 32128","8600000US32128",21183,8421,4.7,2,7.9,6.2,9.7,20.3,10.1,25.2,5.6,8.4,73890,99234,"32128",21183,1946,21183,17525,82.7
"ZCTA5 32129","8600000US32129",22185,9829,5.4,6.8,12.9,14.3,15.1,19.4,13.1,9.1,2.8,1.1,45208,55751,"32129",22185,2262,22185,17669,79.6
"ZCTA5 32133","8600000US32133",17,8,0,0,100,0,0,0,0,0,0,0,NA,NA,"32133",17,0,17,17,100
"ZCTA5 32162","8600000US32162",54951,30155,3.9,2.1,6.7,7.7,16.3,23.6,18.2,12.6,5.6,3.3,63877,76614,"32162",54951,2805,54951,52825,96.1
"ZCTA5 32228","8600000US32228",470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32228",470,29,470,314,66.8
"ZCTA5 32305","8600000US32305",20902,7723,10.9,5.9,13.4,13.4,18.3,15.3,10,7.7,4,1.2,40701,55135,"32305",20902,512,20902,7266,34.8
"ZCTA5 32309","8600000US32309",31597,12438,2.6,1.6,5.5,7.5,11.4,16.5,15.5,19.4,9.9,10,80902,102645,"32309",31597,2034,31597,23416,74.1
"ZCTA5 32317","8600000US32317",14876,5474,3.7,1.7,3.5,4.6,9,16,19.2,22.5,11.6,8.2,88306,105456,"32317",14876,982,14876,10887,73.2
"ZCTA5 32348","8600000US32348",12935,3755,10.5,7.5,18.4,12.8,13.8,19.6,7.4,8.2,0.5,1.3,36425,47077,"32348",12935,459,12935,7962,61.6
"ZCTA5 32352","8600000US32352",6246,2380,9.8,3.9,15.3,11.3,16.6,24.4,4.2,6.1,6.7,1.7,47019,56617,"32352",6246,226,6246,1140,18.3
"ZCTA5 32435","8600000US32435",7494,2971,4.9,9.1,15.8,12.4,15.8,13.1,10.1,9.2,5.9,3.7,44150,63074,"32435",7494,272,7494,6278,83.8
"ZCTA5 32461","8600000US32461",36,25,0,0,0,0,0,0,0,0,0,100,NA,NA,"32461",36,0,36,36,100
"ZCTA5 32502","8600000US32502",3331,1535,8.9,6,9.5,8.3,14.1,15.8,11.9,10.1,2.5,12.9,53306,95664,"32502",3331,172,3331,2180,65.4
"ZCTA5 32509","8600000US32509",675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32509",675,90,675,209,31
"ZCTA5 35173","8600000US35173",27514,9320,4,1.1,5.3,5.8,7.8,14.6,15.3,24.3,11.1,10.5,89923,109942,"35173",27514,486,27514,24110,87.6
"ZCTA5 35125","8600000US35125",9931,4095,11.2,7.7,13.3,8.4,12.6,21.8,7.8,12,2.7,2.4,46094,57635,"35125",9931,77,9931,9225,92.9
"ZCTA5 35128","8600000US35128",10573,4294,6.1,2.5,9,7.7,14.4,19.8,13,16.7,6.6,4.2,61354,76204,"35128",10573,178,10573,9158,86.6
"ZCTA5 35135","8600000US35135",2514,894,2.1,6.3,8.9,6,21.4,22.1,10.1,13.1,7.4,2.6,56422,70071,"35135",2514,115,2514,1823,72.5
"ZCTA5 35459","8600000US35459",1156,397,10.3,4,23.4,13.4,8.1,18.1,11.6,11.1,0,0,32750,48226,"35459",1156,32,1156,330,28.5
"ZCTA5 35460","8600000US35460",956,401,13.7,8.5,34.4,7.5,5.2,24.7,3.2,1.5,0,1.2,22396,36899,"35460",956,0,956,47,4.9
"ZCTA5 35480","8600000US35480",1007,329,3.6,2.4,8.8,6.1,4.6,17.3,17.6,33.4,3.3,2.7,83438,82633,"35480",1007,0,1007,742,73.7
"ZCTA5 35552","8600000US35552",997,355,12.7,5.9,3.7,21.4,26.2,12.4,12.1,5.6,0,0,43715,43728,"35552",997,0,997,894,89.7
"ZCTA5 35559","8600000US35559",12,6,0,0,0,0,0,0,100,0,0,0,NA,NA,"35559",12,0,12,12,100
"ZCTA5 35563","8600000US35563",4646,1896,13.2,10.5,18,5.2,13.9,15.9,10.8,10.3,1.6,0.5,37778,47760,"35563",4646,67,4646,3946,84.9
"ZCTA5 35570","8600000US35570",11159,4529,8.5,12,15.7,11.9,17,15.1,8.2,9.7,1,0.8,37695,49735,"35570",11159,170,11159,10131,90.8
"ZCTA5 35571","8600000US35571",776,324,10.5,3.4,18.5,7.7,13.3,17.9,13.6,4.9,6.2,4,46979,64110,"35571",776,4,776,750,96.6
"ZCTA5 35576","8600000US35576",2869,1334,4.7,6.6,20.9,7,14.4,20.6,8.8,9.7,6,1.1,46127,57809,"35576",2869,13,2869,2449,85.4
"ZCTA5 35594","8600000US35594",7285,2685,4.7,12,12.7,14.8,11.4,18.2,13.5,7.4,1.9,3.4,40881,56686,"35594",7285,113,7285,6807,93.4
"ZCTA5 35613","8600000US35613",26379,7937,3.8,1.8,5.7,7.4,9,18.2,16.2,22.2,9.4,6.2,79484,94982,"35613",26379,542,26379,21800,82.6
"ZCTA5 35614","8600000US35614",7050,2611,8,4.4,13.7,12.4,16.3,16,20,6.7,1.3,1.2,45276,54444,"35614",7050,305,7050,6324,89.7
"ZCTA5 35650","8600000US35650",13668,5153,10.8,7.1,14.1,12.2,12.4,15.2,9.5,13.7,3,1.9,43521,57897,"35650",13668,155,13668,11512,84.2
"ZCTA5 35671","8600000US35671",1958,872,14,15.8,13.6,11.1,4.6,21.1,8,3.8,4.4,3.6,30539,50685,"35671",1958,81,1958,1056,53.9
"ZCTA5 35673","8600000US35673",7460,2620,4.4,3.8,9,10,17.7,23.2,8.3,17.6,5.2,0.8,53822,66657,"35673",7460,91,7460,6012,80.6
"ZCTA5 35740","8600000US35740",3056,1419,15,9.2,16.6,14.4,12.1,10.5,9.4,10.1,1.8,0.8,30531,46766,"35740",3056,40,3056,2651,86.7
"ZCTA5 35750","8600000US35750",13391,5266,3.2,6,7.7,12.2,17.5,17,15.3,15.3,3.3,2.5,56250,69369,"35750",13391,398,13391,11311,84.5
"ZCTA5 35903","8600000US35903",17699,6674,6.7,9.1,17.3,12.5,16.4,17.5,10.5,6.2,2.3,1.5,37492,51281,"35903",17699,671,17699,10480,59.2
"ZCTA5 35754","8600000US35754",5300,1980,5.5,7.7,9,15.4,11.8,18.1,12.4,15.5,4.6,0,50417,61852,"35754",5300,429,5300,4598,86.8
"ZCTA5 35811","8600000US35811",27245,10947,4.2,3.4,8.6,7.8,13.3,18.3,14.4,18.2,6.8,5.1,65740,81812,"35811",27245,721,27245,18784,68.9
"ZCTA5 35901","8600000US35901",19811,7553,11.8,6.2,14.5,12.7,14.3,15,9.8,10.3,3,2.5,39688,59486,"35901",19811,644,19811,12353,62.4
"ZCTA5 35954","8600000US35954",11834,4477,10.4,4.8,10.5,19.7,14.5,16.3,11.8,9.6,1.6,0.8,39956,54614,"35954",11834,346,11834,9587,81
"ZCTA5 35958","8600000US35958",3523,1450,10.6,9.4,16.7,4.9,11.9,13.3,20.2,3.7,6.3,3,42885,59034,"35958",3523,67,3523,3437,97.6
"ZCTA5 35961","8600000US35961",7082,2497,12.3,4.3,19,10.8,15.5,17.8,10,5.4,1.5,3.4,39467,51908,"35961",7082,912,7082,5005,70.7
"ZCTA5 35971","8600000US35971",5666,1953,4,8.5,12.6,16.4,18.5,16.5,10.8,8.4,1.1,3.1,43472,66064,"35971",5666,202,5666,5180,91.4
"ZCTA5 35751","8600000US35751",238,86,20.9,0,14,14,5.8,12.8,5.8,0,5.8,20.9,48000,112873,"35751",238,0,238,212,89.1
"ZCTA5 35771","8600000US35771",3959,1422,9.6,8.7,5.2,9.1,17.2,29.3,10.3,6,0.8,3.5,50064,57541,"35771",3959,81,3959,3457,87.3
"ZCTA5 35806","8600000US35806",23019,11056,6.3,5,7.8,6.9,10.4,16.6,14.3,17,8.2,7.5,68490,86080,"35806",23019,1939,23019,13774,59.8
"ZCTA5 35808","8600000US35808",1348,351,4.6,1.1,1.1,4.8,11.1,13.7,20.2,23.6,10.5,9.1,90104,100485,"35808",1348,45,1348,634,47
"ZCTA5 35775","8600000US35775",1095,380,0,10.5,17.4,18.4,32.4,7.9,5.3,8.2,0,0,36591,40560,"35775",1095,0,1095,934,85.3
"ZCTA5 35803","8600000US35803",26242,11299,3.2,3.8,6.1,6.9,8.9,18.8,14,19.9,11.1,7.2,78524,94556,"35803",26242,1624,26242,21869,83.3
"ZCTA5 35044","8600000US35044",7409,3091,11.5,7.2,14.5,12.5,16.1,17.8,8.6,10.4,0.4,0.8,38152,48072,"35044",7409,182,7409,4105,55.4
"ZCTA5 35055","8600000US35055",21153,7838,7.7,6.5,12,9.9,16.9,20.4,10.2,10.7,3.5,2.3,46953,61424,"35055",21153,1037,21153,18784,88.8
"ZCTA5 35071","8600000US35071",16052,6328,6,4.2,3.4,11.3,11.6,17.5,15.2,18,7.3,5.4,70963,83660,"35071",16052,199,16052,13669,85.2
