"NAME","GEO_ID","S0101_C01_001E","S1901_C01_001E","S1901_C01_002E","S1901_C01_003E","S1901_C01_004E","S1901_C01_005E","S1901_C01_006E","S1901_C01_007E","S1901_C01_008E","S1901_C01_009E","S1901_C01_010E","S1901_C01_011E","S1901_C01_012E","S1901_C01_013E","ZCTA5","DP02_0087E","DP02_0093E","DP05_0070E","DP05_0077E","DP05_0077PE"
"ZCTA5 51051","8600000US51051",76,33,6.1,0,27.3,27.3,9.1,6.1,0,24.2,0,0,31875,50076,"51051",76,0,76,73,96.1
"ZCTA5 51054","8600000US51054",5425,1973,1,3,8.6,3.3,4.1,13.9,19.5,25.2,16.2,5.3,96354,116144,"51054",5425,106,5425,4688,86.4
"ZCTA5 51106","8600000US51106",26474,10376,3.2,1.9,9.1,10.9,13.4,20.9,15.6,16.2,4.4,4.4,63155,79726,"51106",26474,978,26474,22782,86.1
"ZCTA5 51237","8600000US51237",1753,707,2.4,3.8,6.9,13.2,11.7,28.4,12.6,15.8,2.7,2.4,56705,69011,"51237",1753,38,1753,1653,94.3
"ZCTA5 51250","8600000US51250",8826,2860,4.3,2.1,6.9,4.7,13.1,16.5,24.3,16.2,8,4,76830,85086,"51250",8826,765,8826,7338,83.1
"ZCTA5 51008","8600000US51008",157,67,0,0,4.5,0,6,32.8,11.9,38.8,4.5,1.5,88125,88052,"51008",157,6,157,142,90.4
"ZCTA5 51014","8600000US51014",405,180,6.7,2.8,10.6,3.3,10.6,26.1,15,20.6,0.6,3.9,61667,75213,"51014",405,0,405,395,97.5
"ZCTA5 51027","8600000US51027",1112,464,3.7,1.9,7.5,3.9,15.7,23.9,16.4,19.4,5.6,1.9,67222,90301,"51027",1112,40,1112,985,88.6
"ZCTA5 51031","8600000US51031",12026,5055,3.4,4.9,7.5,7.8,12.1,20.1,16.7,18.5,4.8,4.2,65919,81200,"51031",12026,466,12026,10877,90.4
"ZCTA5 51034","8600000US51034",1757,781,6,6.5,16,6.8,16.1,16.5,22,7.7,1.2,1.2,48309,56906,"51034",1757,4,1757,1730,98.5
"ZCTA5 51039","8600000US51039",2635,1089,3.7,2,12.2,7.4,8,18,19.8,18.7,7.6,2.5,70694,79810,"51039",2635,3,2635,2442,92.7
"ZCTA5 51052","8600000US51052",764,350,1.1,6,10,5.1,14,25.7,14.6,12.6,8.6,2.3,62600,78180,"51052",764,1,764,752,98.4
"ZCTA5 51056","8600000US51056",460,170,4.7,2.9,5.3,12.4,23.5,25.3,7.1,14.1,4.7,0,53750,63836,"51056",460,45,460,303,65.9
"ZCTA5 51104","8600000US51104",22981,8499,6.4,2.7,8.8,10.1,9.6,18.5,14.4,18.6,5.3,5.5,63967,81685,"51104",22981,2323,22981,15486,67.4
"ZCTA5 51109","8600000US51109",3166,1253,0.5,11.7,11.3,12.8,8.6,15.4,23.3,13.6,1.7,1.2,60975,64155,"51109",3166,75,3166,2690,85
"ZCTA5 51230","8600000US51230",294,115,0.9,0,2.6,5.2,22.6,44.3,15.7,8.7,0,0,61208,64747,"51230",294,19,294,239,81.3
"ZCTA5 51239","8600000US51239",3168,1107,3.6,2.2,4.2,4.1,15.4,22.4,18.6,16.1,6.8,6.6,71831,96544,"51239",3168,91,3168,2973,93.8
"ZCTA5 51243","8600000US51243",702,300,1.3,2.3,4.7,8.3,11.3,32,22.7,16,0,1.3,64524,69513,"51243",702,19,702,665,94.7
"ZCTA5 51245","8600000US51245",1216,538,3.7,2.6,9.9,11.5,17.3,23,14.9,11.5,1.1,4.5,52045,70625,"51245",1216,37,1216,1103,90.7
"ZCTA5 51301","8600000US51301",12232,5508,4.7,7,13.7,11.1,14.9,17.7,12.5,13.7,3.4,1.3,47593,61686,"51301",12232,350,12232,11274,92.2
"ZCTA5 54010","8600000US54010",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54010",0,0,0,0,NA
"ZCTA5 54307","8600000US54307",1173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54307",1173,45,1173,299,25.5
"ZCTA5 54450","8600000US54450",455,161,8.7,6.8,10.6,11.8,13,19.9,19.3,8.7,0.6,0.6,49464,57370,"54450",455,47,455,356,78.2
"ZCTA5 54458","8600000US54458",98,35,11.4,0,5.7,8.6,25.7,17.1,8.6,8.6,0,14.3,49375,72671,"54458",98,0,98,98,100
"ZCTA5 54482","8600000US54482",9990,4240,4.6,5.7,4.9,8.5,10.2,17.8,13.2,22.4,6.6,6,72434,94867,"54482",9990,470,9990,9017,90.3
"ZCTA5 54641","8600000US54641",3,2,0,0,100,0,0,0,0,0,0,0,NA,NA,"54641",3,0,3,3,100
"ZCTA5 52060","8600000US52060",8403,3692,9.2,6.7,8.6,11.5,14.9,17.4,15.4,9.9,4.8,1.7,47973,62005,"52060",8403,175,8403,7839,93.3
"ZCTA5 52584","8600000US52584",690,183,2.2,0.5,3.8,3.8,16.4,26.8,38.8,6.6,0,1.1,69531,68880,"52584",690,0,690,678,98.3
"ZCTA5 52586","8600000US52586",462,219,4.1,4.1,2.3,16,19.2,10,33.8,10.5,0,0,57361,59400,"52586",462,0,462,449,97.2
"ZCTA5 52728","8600000US52728",1070,418,2.4,2.2,13.6,9.3,18.7,15.3,21.5,13.6,0.7,2.6,61250,67286,"52728",1070,34,1070,991,92.6
"ZCTA5 52064","8600000US52064",924,346,5.2,4.6,7.5,10.7,12.7,18.5,10.4,25.7,4.3,0.3,62692,70882,"52064",924,7,924,916,99.1
"ZCTA5 52077","8600000US52077",353,158,3.2,6.3,4.4,20.9,5.1,16.5,25.9,16.5,0,1.3,67500,68290,"52077",353,2,353,353,100
"ZCTA5 52144","8600000US52144",1167,504,2,3.2,9.1,10.5,11.3,20.2,22.6,13.7,2.6,4.8,69128,79007,"52144",1167,3,1167,1161,99.5
"ZCTA5 52159","8600000US52159",2295,1036,6.7,5.7,5.9,14.1,17.8,16.2,10.7,14.5,2.9,5.6,49932,72968,"52159",2295,30,2295,2236,97.4
"ZCTA5 52160","8600000US52160",860,385,1.6,1,28.3,4.4,16.9,16.9,8.8,14,4.9,3.1,45781,63879,"52160",860,11,860,849,98.7
"ZCTA5 52041","8600000US52041",1778,655,4,1.1,6.9,6.7,11.6,23.8,20.6,14.4,11,0,65938,76956,"52041",1778,8,1778,1708,96.1
"ZCTA5 52163","8600000US52163",363,158,3.2,4.4,12.7,8.9,30.4,12.7,22.8,5.1,0,0,45000,53317,"52163",363,0,363,362,99.7
"ZCTA5 52172","8600000US52172",6128,2665,3.8,5,13.4,13,15,16.9,15.2,13,1.7,3.1,49819,64159,"52172",6128,76,6128,5919,96.6
"ZCTA5 52201","8600000US52201",1464,549,0,4,3.1,3.3,15.8,12.2,22.4,32.6,4,2.6,95174,96048,"52201",1464,59,1464,1271,86.8
"ZCTA5 52206","8600000US52206",2614,918,1.4,2.5,4.6,3.7,4.6,19.2,17.5,27.5,10.7,8.4,97273,128197,"52206",2614,6,2614,2551,97.6
"ZCTA5 52222","8600000US52222",502,255,5.1,4.7,7.5,16.9,20.4,30.2,11.8,0.8,0,2.7,47946,52343,"52222",502,13,502,494,98.4
"ZCTA5 52241","8600000US52241",20909,8408,8.9,3.2,9.8,9.5,10.9,17,9.1,14.9,4.8,11.9,59788,101282,"52241",20909,4056,20909,14071,67.3
"ZCTA5 52246","8600000US52246",23032,10319,16.7,4.8,10.7,7.8,9.7,15.8,7.2,12.9,5.3,9,50313,80939,"52246",23032,5727,23032,14970,65
"ZCTA5 52253","8600000US52253",3362,1282,5.5,3,5.1,8.3,9.8,19.5,11.8,25.4,6.9,4.8,72917,90381,"52253",3362,5,3362,3185,94.7
"ZCTA5 52301","8600000US52301",3527,1518,4.9,6,5.9,9.2,17.5,20.6,13.4,14.8,4.6,3,56818,74983,"52301",3527,79,3527,3349,95
"ZCTA5 52307","8600000US52307",162,79,0,0,8.9,60.8,6.3,0,0,24.1,0,0,NA,52665,"52307",162,0,162,114,70.4
"ZCTA5 52316","8600000US52316",1650,682,5.9,5.3,6.6,11.6,14.1,28.9,8.7,11.6,2.5,5,57115,67053,"52316",1650,0,1650,1631,98.8
"ZCTA5 52066","8600000US52066",53,32,9.4,3.1,31.3,12.5,18.8,9.4,15.6,0,0,0,31250,39688,"52066",53,0,53,53,100
"ZCTA5 52166","8600000US52166",118,54,0,7.4,3.7,16.7,24.1,14.8,25.9,7.4,0,0,49375,55485,"52166",118,0,118,117,99.2
"ZCTA5 52211","8600000US52211",2628,1178,2.5,3.7,6.5,5.6,19.9,25.6,12.5,15.6,3.9,4.3,58289,85713,"52211",2628,31,2628,2510,95.5
"ZCTA5 52219","8600000US52219",176,78,1.3,10.3,17.9,9,5.1,15.4,12.8,19.2,3.8,5.1,63750,73496,"52219",176,0,176,175,99.4
"ZCTA5 52314","8600000US52314",6023,1844,6.3,2,7.4,3.9,11.3,16.5,13.9,21.7,11.5,5.6,82016,98635,"52314",6023,127,6023,5397,89.6
"ZCTA5 52359","8600000US52359",265,94,1.1,2.1,3.2,11.7,48.9,20.2,3.2,1.1,0,8.5,42188,61785,"52359",265,0,265,259,97.7
"ZCTA5 52560","8600000US52560",256,103,0,2.9,15.5,14.6,29.1,2.9,14.6,12.6,0,7.8,45104,69394,"52560",256,0,256,250,97.7
"ZCTA5 52318","8600000US52318",859,373,1.6,2.9,12.9,5.4,10.2,18,20.4,11,10.5,7.2,73542,89424,"52318",859,4,859,847,98.6
"ZCTA5 52338","8600000US52338",3489,1260,1.1,1,3.6,2.2,9.6,11.6,16.4,24.8,13.9,15.8,115603,128563,"52338",3489,58,3489,3290,94.3
"ZCTA5 52342","8600000US52342",3436,1407,4.1,4.1,12.9,15.4,15.4,18.1,13.1,10.7,5.5,0.8,47723,60637,"52342",3436,199,3436,2807,81.7
"ZCTA5 52354","8600000US52354",365,185,5.4,0,0,13,9.2,22.2,21.1,16.8,12.4,0,80089,84389,"52354",365,0,365,365,100
"ZCTA5 52401","8600000US52401",2089,960,11.1,6.6,15.4,7.8,20.9,16,9.4,4.6,1.8,6.4,40161,74661,"52401",2089,109,2089,1476,70.7
"ZCTA5 52501","8600000US52501",29478,12135,6.7,6.6,11.7,12.5,17.8,16.5,11.5,11.5,3,2.2,44952,62729,"52501",29478,2658,29478,23387,79.3
"ZCTA5 52306","8600000US52306",1601,609,1.8,3,7.1,11.5,12.8,25.3,17.1,15.3,3.6,2.6,65729,73295,"52306",1601,0,1601,1577,98.5
"ZCTA5 52356","8600000US52356",2573,988,3.5,1.2,7,9.1,21,17.9,14.5,15.2,7.8,2.8,63500,75484,"52356",2573,40,2573,2406,93.5
"ZCTA5 52655","8600000US52655",4163,1788,4.8,5.9,9.4,16.6,12.1,20.4,10.1,16.2,1.8,2.8,51100,70287,"52655",4163,108,4163,3680,88.4
"ZCTA5 52212","8600000US52212",237,128,3.1,21.9,7.8,1.6,8.6,25,10.9,21.1,0,0,55714,61180,"52212",237,3,237,237,100
"ZCTA5 52313","8600000US52313",313,125,0.8,5.6,4.8,0.8,4.8,33.6,33.6,10.4,5.6,0,69931,71929,"52313",313,0,313,313,100
"ZCTA5 52355","8600000US52355",257,128,7,3.1,3.1,21.1,11.7,35.2,3.9,9.4,2.3,3.1,53333,59545,"52355",257,4,257,247,96.1
"ZCTA5 52158","8600000US52158",257,143,1.4,0,35.7,10.5,9.1,24.5,12.6,4.9,1.4,0,41250,48350,"52158",257,2,257,251,97.7
"ZCTA5 52345","8600000US52345",1517,546,1.3,2.9,1.6,5.9,8.4,14.1,29.3,27.7,6,2.7,88333,90139,"52345",1517,0,1517,1489,98.2
"ZCTA5 52349","8600000US52349",7551,3085,7.6,3.2,9.8,13.5,13.3,19.2,10.3,14.2,3.7,5.2,53290,72017,"52349",7551,56,7551,7240,95.9
"ZCTA5 52353","8600000US52353",9488,3782,3,3.1,10.6,9.7,17.3,23.6,14.5,12,3.5,2.8,55411,69019,"52353",9488,686,9488,8202,86.4
"ZCTA5 52361","8600000US52361",4425,1871,1.2,7.7,12.2,4.4,17.4,17,18.3,16.8,3.6,1.4,63555,77248,"52361",4425,2,4425,4075,92.1
"ZCTA5 52405","8600000US52405",24848,10645,5.8,3,7.6,10.3,12.9,21.7,16.4,16.2,4.4,1.6,59994,69769,"52405",24848,1200,24848,21325,85.8
"ZCTA5 52530","8600000US52530",1123,471,6.2,3.2,13.4,13.8,15.9,14.4,8.1,24,1.1,0,46615,61615,"52530",1123,3,1123,1051,93.6
"ZCTA5 52533","8600000US52533",1425,484,2.9,2.1,7.4,10.3,24,21.5,18,8.3,3.9,1.7,55270,66245,"52533",1425,0,1425,1422,99.8
"ZCTA5 52327","8600000US52327",3042,1262,1.8,5.2,9,3.8,12.1,17.1,16.6,21.2,5.2,8.1,75551,92752,"52327",3042,38,3042,3010,98.9
"ZCTA5 52551","8600000US52551",402,205,10.7,3.9,7.8,0,9.3,29.3,22,6.8,10.2,0,63958,68115,"52551",402,0,402,402,100
"ZCTA5 52739","8600000US52739",795,242,8.7,3.7,10.3,5,28.5,25.6,8.7,7.4,2.1,0,42037,51708,"52739",795,95,795,359,45.2
"ZCTA5 52233","8600000US52233",7139,3034,4.3,2.4,11.2,16.5,17.6,14.3,15.5,11.6,3.8,2.7,46379,65283,"52233",7139,205,7139,5763,80.7
"ZCTA5 52043","8600000US52043",2269,1019,2,5.8,13.6,14.7,15.3,18.6,13.5,13.2,2.7,0.5,48490,58624,"52043",2269,3,2269,2201,97
"ZCTA5 54421","8600000US54421",3669,1306,4.5,5.5,9.9,14.7,11.3,19.8,13.2,14,3.7,3.4,55968,72531,"54421",3669,170,3669,3241,88.3
"ZCTA5 54202","8600000US54202",1292,657,3.3,3.8,4.7,9.4,15.7,26.5,11.4,14.9,6.4,3.8,62292,78599,"54202",1292,34,1292,1251,96.8
"ZCTA5 54246","8600000US54246",850,407,3.9,2,4.2,11.5,20.4,18.9,17,16.5,3.2,2.5,58542,76565,"54246",850,23,850,815,95.9
"ZCTA5 54428","8600000US54428",1006,513,5.5,5.7,10.7,12.5,15.4,23.6,12.7,10.3,2.5,1.2,50536,57688,"54428",1006,15,1006,990,98.4
"ZCTA5 54435","8600000US54435",2032,859,3.1,3,8.8,8.5,16.3,25.8,11.6,15.5,4.5,2.7,58385,72265,"54435",2032,11,2032,1923,94.6
"ZCTA5 54436","8600000US54436",2396,783,4.5,4.3,10.2,9.6,13,22.3,19,11.5,1.9,3.6,57067,71022,"54436",2396,36,2396,2302,96.1
"ZCTA5 94555","8600000US94555",38478,11683,1.3,0.6,2.1,4.1,4.4,6.7,9.3,22.4,14.6,34.6,147358,177966,"94555",38478,19940,38478,5607,14.6
"ZCTA5 94946","8600000US94946",658,291,1,4.5,2.7,2.7,5.5,12.4,13.7,10.3,10.7,36.4,140625,244055,"94946",658,103,658,547,83.1
"ZCTA5 94950","8600000US94950",123,51,0,11.8,0,0,0,43.1,0,0,33.3,11.8,NA,126255,"94950",123,6,123,106,86.2
"ZCTA5 94973","8600000US94973",1228,652,3.5,7.2,3.7,9.4,23.8,6.7,6.7,17,3.4,18.6,56379,108633,"94973",1228,100,1228,1172,95.4
"ZCTA5 94571","8600000US94571",10605,5211,5.2,3.1,4.5,12.8,10.8,21.7,15.7,17.8,5.5,2.8,68226,75998,"94571",10605,1984,10605,6896,65
"ZCTA5 94576","8600000US94576",105,47,0,0,0,17,19.1,19.1,0,14.9,14.9,14.9,NA,124828,"94576",105,9,105,90,85.7
"ZCTA5 94591","8600000US94591",55157,18557,3.6,3.2,5.1,5.6,10.5,16.6,14.7,18.8,11.5,10.5,85311,102686,"94591",55157,14336,55157,14977,27.2
"ZCTA5 94595","8600000US94595",18117,9761,3,3.1,6,10.9,10,15.9,11.4,15.4,8.4,15.8,76583,114791,"94595",18117,2841,18117,14942,82.5
"ZCTA5 94596","8600000US94596",21700,9922,2.7,2.1,5.2,3.3,6.9,11.7,13,23.3,11.3,20.5,109167,150289,"94596",21700,4981,21700,15131,69.7
"ZCTA5 94598","8600000US94598",27831,10358,2.1,1.9,2,0.9,6.6,9.1,10.1,15.5,14.5,37.4,154125,190564,"94598",27831,6715,27831,17828,64.1
"ZCTA5 94606","8600000US94606",38220,15260,5.4,8.3,10.2,8.7,11.3,17,11.1,14.3,7.6,6.1,56129,77272,"94606",38220,15638,38220,8168,21.4
"ZCTA5 94610","8600000US94610",31936,15211,4.4,2.9,4,5.4,7.5,12,13.6,18.3,12.1,20,100717,142364,"94610",31936,5440,31936,16315,51.1
"ZCTA5 94618","8600000US94618",17252,7156,1.7,1.4,3.2,2.1,4.8,7.9,7.7,14.5,13.7,42.8,167606,221546,"94618",17252,2710,17252,11821,68.5
"ZCTA5 94703","8600000US94703",21697,8674,6,4.5,6.2,5.6,9.7,13.9,9.7,15.7,12.6,16.2,83074,120199,"94703",21697,3674,21697,11559,53.3
"ZCTA5 94705","8600000US94705",13527,5787,2.8,3.2,5.5,4.2,8.1,9.8,8.1,14.2,12.1,32.1,125104,197179,"94705",13527,2480,13527,9768,72.2
"ZCTA5 94937","8600000US94937",742,402,4.7,5.2,0,9.7,12.2,11.7,12.4,20.6,11.9,11.4,87273,117917,"94937",742,100,742,634,85.4
"ZCTA5 94940","8600000US94940",287,113,0,0,0,15.9,7.1,8,18.6,27.4,0,23,107625,204964,"94940",287,0,287,204,71.1
"ZCTA5 94965","8600000US94965",11394,5950,3.2,3.4,5.2,8.5,6.2,11.9,10.1,13.9,10.2,27.3,105391,176172,"94965",11394,1975,11394,8213,72.1
"ZCTA5 94558","8600000US94558",68315,23924,2.9,2.7,4.8,5.7,8.8,14.4,14,19.5,11.5,15.7,93052,123939,"94558",68315,13101,68315,39494,57.8
"ZCTA5 94564","8600000US94564",19260,6757,1.7,1.8,4.4,5.5,10.3,14.6,11.5,22.4,13,14.9,100240,115183,"94564",19260,5121,19260,6315,32.8
"ZCTA5 94015","8600000US94015",65041,20295,3.2,2.1,5.2,5.8,7,15.1,13.5,21.2,11.2,15.6,95541,118781,"94015",65041,32203,65041,10242,15.7
"ZCTA5 94027","8600000US94027",7415,2318,1.7,1.2,3.1,1.8,4.1,2.9,4.8,8.4,9.2,62.9,250001,511713,"94027",7415,1590,7415,5067,68.3
"ZCTA5 94038","8600000US94038",3450,1157,0,11,0,0,1.6,13.9,15,12.3,18.3,27.9,120438,184587,"94038",3450,494,3450,2105,61
"ZCTA5 94041","8600000US94041",14572,6238,1.8,1.6,2.8,5.5,6.4,8.7,9.7,20.1,10.9,32.6,139818,186839,"94041",14572,5462,14572,6962,47.8
"ZCTA5 92066","8600000US92066",693,220,0,10,12.7,2.7,13.6,18.6,15.9,24.1,2.3,0,60938,69319,"92066",693,6,693,562,81.1
"ZCTA5 92091","8600000US92091",1313,638,7.2,4.5,7.5,4.7,5.2,6,0,12.1,15.7,37.1,155789,195055,"92091",1313,107,1313,1055,80.4
"ZCTA5 92103","8600000US92103",34700,18273,4.4,3.8,7.4,5.4,10.7,15.9,14.2,17,8.9,12.2,78720,111680,"92103",34700,5220,34700,23523,67.8
"ZCTA5 92113","8600000US92113",58408,13581,6.9,8.2,14,15,16,18.9,9.3,8.1,2,1.7,40310,52941,"92113",58408,19138,58408,5541,9.5
"ZCTA5 92116","8600000US92116",33408,16317,3.4,2.9,6.9,6.1,12.2,18.7,15.2,17.5,8.1,9,74559,98095,"92116",33408,4643,33408,18321,54.8
"ZCTA5 92118","8600000US92118",22548,8435,4.6,1.8,3.7,4.2,5.4,11.7,12.9,21.9,10.6,23.1,108967,157746,"92118",22548,2233,22548,17151,76.1
"ZCTA5 92060","8600000US92060",166,89,11.2,11.2,0,0,0,0,66.3,11.2,0,0,81225,70685,"92060",166,10,166,166,100
"ZCTA5 92075","8600000US92075",12752,5299,3,0.8,4.4,5.2,9,13.3,10.4,19.6,9.3,24.9,106934,151720,"92075",12752,1675,12752,9765,76.6
"ZCTA5 92083","8600000US92083",39509,11274,3.5,2.9,7.9,8.9,10.5,22.8,16.9,16.5,5.9,4.5,67693,78693,"92083",39509,11410,39509,11435,28.9
"ZCTA5 92084","8600000US92084",51619,14877,2.8,1.9,5.4,8.2,11.4,21.1,12,17.8,10.6,8.7,73645,98395,"92084",51619,12287,51619,22337,43.3
"ZCTA5 92104","8600000US92104",45435,21077,4.2,4.5,6.2,9.4,12.3,18.7,13.8,18,6.7,6.2,67668,86445,"92104",45435,8872,45435,22927,50.5
"ZCTA5 92325","8600000US92325",7948,3154,8.7,1.8,12,5.3,10.3,18.7,13,19.1,8.3,2.8,64667,76377,"92325",7948,512,7948,6108,76.8
"ZCTA5 92333","8600000US92333",392,211,3.3,0,15.2,9,8.1,15.2,7.6,33.6,8.1,0,74779,81519,"92333",392,0,392,392,100
"ZCTA5 92336","8600000US92336",98346,25079,1.9,1.8,4,5.1,7.6,18.3,15.8,23.6,11.4,10.6,92569,107823,"92336",98346,23520,98346,15466,15.7
"ZCTA5 92365","8600000US92365",2733,1082,6.5,10.4,15.9,8.7,6.1,17.6,21,10.3,3.6,0,53300,55595,"92365",2733,310,2733,1832,67
"ZCTA5 92389","8600000US92389",168,102,9.8,17.6,7.8,37.3,3.9,14.7,0,8.8,0,0,30577,35889,"92389",168,14,168,142,84.5
"ZCTA5 92398","8600000US92398",2195,676,12,4.7,4.6,14.5,6.5,14.6,13.2,15.8,4.9,9.2,56757,75487,"92398",2195,114,2195,1089,49.6
"ZCTA5 92606","8600000US92606",26171,9208,7.3,2.5,2.8,4.3,6,12.5,13.6,21.2,12,17.9,102991,128120,"92606",26171,10995,26171,10063,38.5
"ZCTA5 92802","8600000US92802",42016,11527,5,3.9,9.7,10.4,12.9,17.4,13.9,15.8,7.6,3.3,60170,76316,"92802",42016,17243,42016,7323,17.4
"ZCTA5 92501","8600000US92501",21590,6699,6,6.5,7.9,9.3,12.5,17.6,13.4,18,4.2,4.6,61630,75868,"92501",21590,4565,21590,6139,28.4
"ZCTA5 92508","8600000US92508",38428,10010,2.2,0.7,3.9,4,5.2,12.5,12.9,27.4,17,14.1,116976,127343,"92508",38428,6244,38428,16148,42
"ZCTA5 92518","8600000US92518",1021,483,4.1,3.1,17.8,4.6,5.6,19,21.7,20.5,0,3.5,70365,69140,"92518",1021,117,1021,547,53.6
"ZCTA5 92705","8600000US92705",47298,14738,2.8,1.2,4.4,4.9,8,13.2,11.2,18.4,12.4,23.5,108786,150753,"92705",47298,11522,47298,20946,44.3
"ZCTA5 92883","8600000US92883",35933,10533,2.2,1.1,4.3,3.5,7.7,9,15.4,27.4,14.1,15.3,111149,128883,"92883",35933,6078,35933,15285,42.5
"ZCTA5 92536","8600000US92536",3076,1087,2.5,4.9,11,12.4,11.5,15.4,13.2,20.2,0,8.8,59960,75056,"92536",3076,21,3076,2507,81.5
"ZCTA5 92557","8600000US92557",53406,13901,4,2.5,6.3,6.1,12.1,19.9,17.1,20.5,7,4.5,73661,85925,"92557",53406,11504,53406,12360,23.1
"ZCTA5 92571","8600000US92571",57622,12846,2.9,3.4,7.6,8.2,13.4,22.3,17,17.2,5.1,2.9,64583,75170,"92571",57622,17561,57622,4822,8.4
"ZCTA5 92582","8600000US92582",17219,4019,3.3,5,3.4,4.7,15.1,22.7,18.3,18.2,6.3,3.1,70642,78783,"92582",17219,3167,17219,5918,34.4
"ZCTA5 92584","8600000US92584",54235,14974,2.6,1.7,3.2,5.1,8,16.5,17.9,25,11.9,8.1,95242,107032,"92584",54235,7318,54235,25214,46.5
"ZCTA5 95130","8600000US95130",14660,5135,1.7,2.7,4.9,3.9,9,10,10.7,13.3,12.6,31.2,127772,162460,"95130",14660,5269,14660,6649,45.4
"ZCTA5 95138","8600000US95138",20674,6145,0.5,1.7,2.1,2.7,3.7,7.4,6.9,14.6,16,44.4,179724,228828,"95138",20674,9000,20674,4864,23.5
"ZCTA5 95210","8600000US95210",41509,11929,6.7,5.8,12.9,12.9,14.2,23.3,9.8,9.3,2.6,2.4,47142,61136,"95210",41509,11907,41509,5827,14
"ZCTA5 95233","8600000US95233",548,185,3.8,0,0,17.3,0,30.3,10.8,22.7,4.9,10.3,74653,99489,"95233",548,0,548,517,94.3
"ZCTA5 95237","8600000US95237",3639,1269,6.1,8.1,4.2,11.6,14.9,14.5,12,15.3,5.7,7.6,61042,78678,"95237",3639,350,3639,2242,61.6
"ZCTA5 95255","8600000US95255",1289,603,13.1,7.3,17.2,11.9,12.3,15.1,20.1,3,0,0,35169,44788,"95255",1289,36,1289,1122,87
"ZCTA5 91214","8600000US91214",30787,10357,3.5,1.9,6.1,5.2,7.9,12,10.6,22.4,10.9,19.5,104981,127997,"91214",30787,10300,30787,16612,54
"ZCTA5 91202","8600000US91202",23345,8903,2.7,6.9,9.2,6.9,8.4,15.7,12.6,19.6,7.6,10.4,75703,101777,"91202",23345,12154,23345,15633,67
"ZCTA5 91207","8600000US91207",11031,4081,2.4,5.8,7,7.9,9.3,12.7,9.1,16.6,9.7,19.5,85956,138383,"91207",11031,5232,11031,8688,78.8
"ZCTA5 91208","8600000US91208",15860,5855,3.7,2.9,3.4,2.7,7,11.9,13.6,20.1,10.6,24.2,108374,150009,"91208",15860,5665,15860,10083,63.6
"ZCTA5 91307","8600000US91307",26341,8650,1.8,2.1,3.7,5.5,4.9,11.2,10,21,14.5,25.2,120474,150111,"91307",26341,7026,26341,15943,60.5
"ZCTA5 91311","8600000US91311",40839,14283,3.2,2.6,6,5.4,8.6,13.1,17.4,18.5,11,14.1,91897,116153,"91311",40839,11889,40839,19882,48.7
"ZCTA5 91344","8600000US91344",53613,17037,3.3,2.3,4.9,6.1,8.1,13.1,14.1,23,12.4,12.8,96162,118496,"91344",53613,18640,53613,24693,46.1
"ZCTA5 91730","8600000US91730",72407,24015,4.9,2.9,6.5,7.6,12,17.7,17.3,18.9,7.3,5,72995,84439,"91730",72407,14707,72407,21117,29.2
"ZCTA5 91764","8600000US91764",56677,16482,4.8,4,8,7.5,14.7,21.8,17,15.1,4.8,2.3,61501,72758,"91764",56677,16936,56677,8420,14.9
"ZCTA5 91775","8600000US91775",25004,8113,5.2,3.7,5,6.9,9.3,12.4,14,19.1,10,14.4,86415,113622,"91775",25004,10895,25004,5127,20.5
"ZCTA5 91790","8600000US91790",45444,12254,2.1,1.6,6.4,8.4,10.2,16.2,16.5,19.8,9.6,9.3,82128,98317,"91790",45444,14703,45444,5325,11.7
"ZCTA5 91977","8600000US91977",64750,19154,4,3.9,7,8.7,12.6,19.1,13.7,18.5,7.9,4.6,66147,83302,"91977",64750,14400,64750,17993,27.8
"ZCTA5 91020","8600000US91020",8633,3524,9.3,3,6.9,9.2,11.9,14.7,12.3,19,9.4,4.2,67742,80793,"91020",8633,3417,8633,3977,46.1
"ZCTA5 91030","8600000US91030",25637,9815,4.5,1.7,4.1,4.8,6.2,12.2,14.1,18.1,10.6,23.8,104432,156657,"91030",25637,6394,25637,10932,42.6
"ZCTA5 91104","8600000US91104",37874,13164,6.5,5.4,7.6,4.9,9.9,14.1,11.7,14.9,9.4,15.6,77919,109067,"91104",37874,11774,37874,14527,38.4
"ZCTA5 91205","8600000US91205",37638,14382,6.5,11.2,13.7,9.7,11.5,15.5,10.7,10.2,6.1,4.7,44835,66305,"91205",37638,24069,37638,22453,59.7
"ZCTA5 91007","8600000US91007",34116,11657,7.2,2.8,4.5,6.9,9.2,13.5,13.3,19.3,9.8,13.5,83964,113517,"91007",34116,16876,34116,7725,22.6
"ZCTA5 91042","8600000US91042",26966,9961,6.2,5.4,9.8,8.7,11.4,13.1,14.2,16.8,7.7,6.9,64532,82384,"91042",26966,10707,26966,16379,60.7
"ZCTA5 91206","8600000US91206",34739,13372,5.8,7.2,9.5,6.9,8.8,14.8,11.5,16.5,9.1,9.9,70141,95022,"91206",34739,18600,34739,21547,62
